Name,Organization,Year Elected,Status
Thomas P. Jones,American Academy of Arts and Sciences,1834,Member
Mikhail Vasilievich Ostrogradsky,American Academy of Arts and Sciences,1834,Member
Francis Palgrave,American Academy of Arts and Sciences,1834,Member
Robert Maskell Patterson,American Academy of Arts and Sciences,1834,Member
Benjamin Peirce,American Academy of Arts and Sciences,1834,Member
Heinrich Christian Schumacher,American Academy of Arts and Sciences,1834,Member
Friedrich Georg Wilhem Struve,American Academy of Arts and Sciences,1834,Member
Sylvanus Thayer,American Academy of Arts and Sciences,1834,Member
Edward Wigglesworth,American Academy of Arts and Sciences,1834,Member
Marc Isambard Brunel,American Academy of Arts and Sciences,1834,Member
Jaspar Adams,American Academy of Arts and Sciences,1835,Member
Francis Boot,American Academy of Arts and Sciences,1835,Member
Thomas Sherwin,American Academy of Arts and Sciences,1836,Member
Niccolo Cacciatore,American Academy of Arts and Sciences,1837,Member
Charles Thomas Jackson,American Academy of Arts and Sciences,1837,Member
Lambert Adolphe Quetelet,American Academy of Arts and Sciences,1837,Member
David Humphreys Storer,American Academy of Arts and Sciences,1837,Member
Joseph Hale Abbot,American Academy of Arts and Sciences,1838,Member
Charles Avery,American Academy of Arts and Sciences,1838,Member
Marcus Catlin,American Academy of Arts and Sciences,1838,Member
Martin Gay,American Academy of Arts and Sciences,1838,Member
Charles Gill,American Academy of Arts and Sciences,1838,Member
Francis William Pitt Greenwood,American Academy of Arts and Sciences,1838,Member
Augustus Allen Hayes,American Academy of Arts and Sciences,1838,Member
Oliver Wendell Holmes,American Academy of Arts and Sciences,1838,Member
John Barnard Swett Jackson,American Academy of Arts and Sciences,1838,Member
Joseph Roby,American Academy of Arts and Sciences,1838,Member
Domenico Lo Faso Serradifalco,American Academy of Arts and Sciences,1838,Member
Joseph Lovering,American Academy of Arts and Sciences,1839,Member
Joaquim Jose da Costa de Macedo,American Academy of Arts and Sciences,1839,Member
Edward Reynolds,American Academy of Arts and Sciences,1839,Member
Nicholas Tillinghast,American Academy of Arts and Sciences,1839,Member
Uriah Atherton Boyden,American Academy of Arts and Sciences,1840,Member
Charles Cramer,American Academy of Arts and Sciences,1840,Member
Joseph Henry,American Academy of Arts and Sciences,1840,Member
Charles Morris,American Academy of Arts and Sciences,1840,Member
Roderick Impey Murchison,American Academy of Arts and Sciences,1840,Member
Daniel Oliver,American Academy of Arts and Sciences,1840,Member
William Hickling Prescott,American Academy of Arts and Sciences,1840,Member
Charles Storer Storrow,American Academy of Arts and Sciences,1840,Member
William Vaughan,American Academy of Arts and Sciences,1840,Member
Charles Wilkes,American Academy of Arts and Sciences,1840,Member
James Fowle Baldwin,American Academy of Arts and Sciences,1841,Member
George Bomford,American Academy of Arts and Sciences,1841,Member
Edward Henry Courtenay,American Academy of Arts and Sciences,1841,Member
Richard Delafield,American Academy of Arts and Sciences,1841,Member
Jean Baptist Benoit Eyries,American Academy of Arts and Sciences,1841,Member
Augustus Addison Gould,American Academy of Arts and Sciences,1841,Member
Asa Gray,American Academy of Arts and Sciences,1841,Member
Albert Hopkins,American Academy of Arts and Sciences,1841,Member
Mark Hopkins,American Academy of Arts and Sciences,1841,Member
John Amory Lowell,American Academy of Arts and Sciences,1841,Member
Charles Lyell,American Academy of Arts and Sciences,1841,Member
William Oakes,American Academy of Arts and Sciences,1841,Member
James Englebert Teschemacher,American Academy of Arts and Sciences,1841,Member
John Torrey,American Academy of Arts and Sciences,1841,Member
Joseph Gilbert Totten,American Academy of Arts and Sciences,1841,Member
Nathan Appleton,American Academy of Arts and Sciences,1842,Member
Amos Binney,American Academy of Arts and Sciences,1842,Member
Simeon Borden,American Academy of Arts and Sciences,1842,Member
Francis Bowen,American Academy of Arts and Sciences,1842,Member
Gino Alessandro Capponi,American Academy of Arts and Sciences,1842,Member
Charles Henry Davis,American Academy of Arts and Sciences,1842,Member
Pascual de Gayangos,American Academy of Arts and Sciences,1842,Member
Heman Humphrey,American Academy of Arts and Sciences,1842,Member
Francis Cabot Lowell,American Academy of Arts and Sciences,1842,Member
William Mitchell,American Academy of Arts and Sciences,1842,Member
Charles Grafton Page,American Academy of Arts and Sciences,1842,Member
John Lewis Russell,American Academy of Arts and Sciences,1842,Member
Sears Cook Walker,American Academy of Arts and Sciences,1842,Member
John Harrison Blake,American Academy of Arts and Sciences,1843,Member
Angel Calderon de la Barca,American Academy of Arts and Sciences,1843,Member
Thomas Cole,American Academy of Arts and Sciences,1843,Member
Horation Greenough,American Academy of Arts and Sciences,1843,Member
Justus Freiherr von Liebig,American Academy of Arts and Sciences,1843,Member
Francis Peabody,American Academy of Arts and Sciences,1843,Member
Jeffries Wyman,American Academy of Arts and Sciences,1843,Member
Morrill Wyman,American Academy of Arts and Sciences,1843,Member
Samuel Cabot,American Academy of Arts and Sciences,1844,Member
Cornelius Conway Felton,American Academy of Arts and Sciences,1844,Member
James Biceno Francis,American Academy of Arts and Sciences,1844,Member
Henry Wadsworth Longfello,American Academy of Arts and Sciences,1844,Member
George Rapall Noyes,American Academy of Arts and Sciences,1844,Member
William Fitzwilliam Owen,American Academy of Arts and Sciences,1844,Member
Alpheun Spring Packard,American Academy of Arts and Sciences,1844,Member
Henry Coit Perkins,American Academy of Arts and Sciences,1844,Member
Adam Sedgwick,American Academy of Arts and Sciences,1844,Member
William Smyth,American Academy of Arts and Sciences,1844,Member
John James Abert,American Academy of Arts and Sciences,1845,Member
Alexander Dallas Bache,American Academy of Arts and Sciences,1845,Member
John Bachman,American Academy of Arts and Sciences,1845,Member
Jacob Whitman Bailey,American Academy of Arts and Sciences,1845,Member
Elisha Bartlett,American Academy of Arts and Sciences,1845,Member
William Holmes Chambers Bartlett,American Academy of Arts and Sciences,1845,Member
Charles Beck,American Academy of Arts and Sciences,1845,Member
James Dwight Dana,American Academy of Arts and Sciences,1845,Member
Stephen Ladislaus Endlicher,American Academy of Arts and Sciences,1845,Member
James Duncan Graham,American Academy of Arts and Sciences,1845,Member
John Edwards Holbrook,American Academy of Arts and Sciences,1845,Member
Elias Loomis,American Academy of Arts and Sciences,1845,Member
Horace Mann,American Academy of Arts and Sciences,1845,Member
Karl Friedrich Phillip von Martius,American Academy of Arts and Sciences,1845,Member
Samuel George Morton,American Academy of Arts and Sciences,1845,Member
Theophilus Parsons,American Academy of Arts and Sciences,1845,Member
Charles Pickering,American Academy of Arts and Sciences,1845,Member
William C. Redfield,American Academy of Arts and Sciences,1845,Member
Henry Darwin Rogers,American Academy of Arts and Sciences,1845,Member
William Barton Rogers,American Academy of Arts and Sciences,1845,Member
William Starling Sullivant,American Academy of Arts and Sciences,1845,Member
George Talcott,American Academy of Arts and Sciences,1845,Member
John Hapgood Temple,American Academy of Arts and Sciences,1845,Member
Edward Tuckerman,American Academy of Arts and Sciences,1845,Member
Henry Wheatland,American Academy of Arts and Sciences,1845,Member
Theodore Dwight Woolsey,American Academy of Arts and Sciences,1845,Member
Louis Agassiz,American Academy of Arts and Sciences,1846,Member
Stephen Pearl Andrews,American Academy of Arts and Sciences,1846,Member
Henry Jacob Bigelow,American Academy of Arts and Sciences,1846,Member
Spencer Compton,American Academy of Arts and Sciences,1846,Member
Joseph Decaisne,American Academy of Arts and Sciences,1846,Member
George Englemann,American Academy of Arts and Sciences,1846,Member
John Couch Adams,American Academy of Arts and Sciences,1847,Member
John Bacon,American Academy of Arts and Sciences,1847,Member
George Phillips Bond,American Academy of Arts and Sciences,1847,Member
Alphonse Louise Pierre de Candolle,American Academy of Arts and Sciences,1847,Member
Samuel Atkins Eliot,American Academy of Arts and Sciences,1847,Member
Benjamin Apthorp Gould Jr.,American Academy of Arts and Sciences,1847,Member
Horace Gray,American Academy of Arts and Sciences,1847,Member
Eben Norton Horsford,American Academy of Arts and Sciences,1847,Member
Charles Coffin Jewett,American Academy of Arts and Sciences,1847,Member
Abbott Lawrence,American Academy of Arts and Sciences,1847,Member
John Clarke Lee,American Academy of Arts and Sciences,1847,Member
Urbain Jean Joseph Le Verrier,American Academy of Arts and Sciences,1847,Member
Charles Greely Loring,American Academy of Arts and Sciences,1847,Member
Ormsby McKnight Mitchel,American Academy of Arts and Sciences,1847,Member
George Putnam,American Academy of Arts and Sciences,1847,Member
Edward Robinson,American Academy of Arts and Sciences,1847,Member
William Henry Smyth,American Academy of Arts and Sciences,1847,Member
William Henry Swift,American Academy of Arts and Sciences,1847,Member
William Whewell,American Academy of Arts and Sciences,1847,Member
Spencer Fullerton Baird,American Academy of Arts and Sciences,1848,Member
Henry Ingersoll Bowditch,American Academy of Arts and Sciences,1848,Member
Edward Clarke Cabot,American Academy of Arts and Sciences,1848,Member
Edouard Desor,American Academy of Arts and Sciences,1848,Member
Epes Sargent,American Academy of Arts and Sciences,1848,Member
James Hall,American Academy of Arts and Sciences,1848,Member
Charles Jackson Jr.,American Academy of Arts and Sciences,1848,Member
John Lawrence LeConte,American Academy of Arts and Sciences,1848,Member
Joseph Leidy,American Academy of Arts and Sciences,1848,Member
Maria Mitchell,American Academy of Arts and Sciences,1848,Member
Edward Elbridge Salisbury,American Academy of Arts and Sciences,1848,Member
Jonathan Mason Warren,American Academy of Arts and Sciences,1848,Member
Charles Baker Adams,American Academy of Arts and Sciences,1849,Member
Gabriel Andral,American Academy of Arts and Sciences,1849,Member
Karl Ernst von Baer,American Academy of Arts and Sciences,1849,Member
Theodor Ludwig Wilhelm Bischoff,American Academy of Arts and Sciences,1849,Member
Robert Brown,American Academy of Arts and Sciences,1849,Member
Christian von Buch,American Academy of Arts and Sciences,1849,Member
William Francis Channing,American Academy of Arts and Sciences,1849,Member
Henry Thomas De la Beche,American Academy of Arts and Sciences,1849,Member
Jean Baptist Andre Dumas,American Academy of Arts and Sciences,1849,Member
Christian Gottfried Ehrenberg,American Academy of Arts and Sciences,1849,Member
William Helmsley Emory,American Academy of Arts and Sciences,1849,Member
Jean Baptiste Elie de Beaumont,American Academy of Arts and Sciences,1849,Member
Johann Franz Encke,American Academy of Arts and Sciences,1849,Member
Benoit Fourneyron,American Academy of Arts and Sciences,1849,Member
Elias Magnus Fries,American Academy of Arts and Sciences,1849,Member
Oliver Wolcott Gibbs,American Academy of Arts and Sciences,1849,Member
Arnold Henry Guyot,American Academy of Arts and Sciences,1849,Member
Peter Andreas Hansen,American Academy of Arts and Sciences,1849,Member
Pierre Charles Alexandre Louis,American Academy of Arts and Sciences,1849,Member
Macedonio Melloni,American Academy of Arts and Sciences,1849,Member
Henri Milne-Edwards,American Academy of Arts and Sciences,1849,Member
Hans Christian Orsted,American Academy of Arts and Sciences,1849,Member
arl Ritter,American Academy of Arts and Sciences,1849,Member
Heinrich Rose,American Academy of Arts and Sciences,1849,Member
Theodor Ambrose Hubert Schwann,American Academy of Arts and Sciences,1849,Member
Charles Upham Shepard,American Academy of Arts and Sciences,1849,Member
Robert Stephenson,American Academy of Arts and Sciences,1849,Member
Robert Chalres Winthrop,American Academy of Arts and Sciences,1849,Member
J. J. Abert,Academy of Natural Sciences,1823,Member
N. S. Allison,Academy of Natural Sciences,1813,Member
John Barnes,Academy of Natural Sciences,1812,Member
Edward Barton,Academy of Natural Sciences,1815,Member
Charles N. Bancker,Academy of Natural Sciences,1824,Member
Alexander Dallas Bache,Academy of Natural Sciences,1829,Member
James N. Barker,Academy of Natural Sciences,1834,Member
Charles Frederick Beck,Academy of Natural Sciences,1827,Member
Thomas Forest Betton,Academy of Natural Sciences,1828,Member
Baron de Behr,Academy of Natural Sciences,1836,Member
Nicholas Biddle,Academy of Natural Sciences,1818,Member
Edward C. Biddle,Academy of Natural Sciences,1834,Member
William Y. Birch,Academy of Natural Sciences,1823,Member
William N. Bispham,Academy of Natural Sciences,1834,Member
William Blanding,Academy of Natural Sciences,1831,Member
Charles Lucian Bonaparte,Academy of Natural Sciences,1824,Member
George T. Bowen,Academy of Natural Sciences,1822,Member
Conrad R. Boyer,Academy of Natural Sciences,1836,Member
Thomas Latimer Bowie,Academy of Natural Sciences,1836,Member
Moses Brown,Academy of Natural Sciences,1817,Member
Henry Bond,Academy of Natural Sciences,1830,Member
John M. Brewer,Academy of Natural Sciences,1824,Member
James Bryan,Academy of Natural Sciences,1834,Member
Robert Bridges,Academy of Natural Sciences,1835,Member
M. Burrough,Academy of Natural Sciences,1830,Member
Caleb Carmalt,Academy of Natural Sciences,1817,Member
George W. Carpenter,Academy of Natural Sciences,1825,Member
Joseph Carson,Academy of Natural Sciences,1833,Member
A. D. Chaloner,Academy of Natural Sciences,1836,Member
Heber Chase,Academy of Natural Sciences,1836,Member
Edward Clark,Academy of Natural Sciences,1816,Member
J. Y. Clark,Academy of Natural Sciences,1826,Member
Cleaver,Academy of Natural Sciences,1817,Member
Benjamin H. Coates,Academy of Natural Sciences,1815,Member
Reynell Coates,Academy of Natural Sciences,1830,Member
Solomon W. Conrad,Academy of Natural Sciences,1826,Member
Timothy Abbot Conrad,Academy of Natural Sciences,1831,Member
Joseph Correa de Serra,Academy of Natural Sciences,1814,Member
Zaccheus Collins,Academy of Natural Sciences,1815,Member
Rudolph Deitz,Academy of Natural Sciences,1821,Member
Judah Dobson,Academy of Natural Sciences,1833,Member
Edmund Draper,Academy of Natural Sciences,1834,Member
J. H. Dulles,Academy of Natural Sciences,1816,Member
Nathan Dunn,Academy of Natural Sciences,1831,Member
John Eberle,Academy of Natural Sciences,1819,Member
Frederick S. Eckard,Academy of Natural Sciences,1836,Member
Levi Ellmaker,Academy of Natural Sciences,1829,Member
Alfred Langdon Elwyn,Academy of Natural Sciences,1831,Member
Joseph Fisher,Academy of Natural Sciences,1821,Member
Thomas Fisher,Academy of Natural Sciences,1824,Member
J. K. Finley,Academy of Natural Sciences,1828,Member
Thomas Fletcher,Academy of Natural Sciences,1836,Member
William Augustus Foster,Academy of Natural Sciences,1833,Member
Hudson S. Foster,Academy of Natural Sciences,1834,Member
George Fox,Academy of Natural Sciences,1836,Member
Robert Frazer,Academy of Natural Sciences,1814,Member
John F. Frazer,Academy of Natural Sciences,1835,Member
W. W. Gerhard,Academy of Natural Sciences,1835,Member
Jacob Gilliams,Academy of Natural Sciences,1812,Member
William P. Gibbons,Academy of Natural Sciences,1833,Member
John D. Godman,Academy of Natural Sciences,1821,Member
Paul Beck Goddard,Academy of Natural Sciences,1829,Member
John L. Goddard,Academy of Natural Sciences,1836,Member
Robert Eglesfield Griffith,Academy of Natural Sciences,1815,Member
Samuel S. Griscom,Academy of Natural Sciences,1830,Member
Samuel W. Gumbs,Academy of Natural Sciences,1834,Member
Reuben Haines,Academy of Natural Sciences,1813,Member
Robert Hare,Academy of Natural Sciences,1813,Member
Clark Hare,Academy of Natural Sciences,1835,Member
Richard Harlan,Academy of Natural Sciences,1815,Member
Isaac Hays,Academy of Natural Sciences,1818,Member
George Hagner,Academy of Natural Sciences,1815,Member
Samuel Hazard,Academy of Natural Sciences,1815,Member
Edward Harris,Academy of Natural Sciences,1835,Member
Edward Hallowell,Academy of Natural Sciences,1834,Member
William Hembel,Academy of Natural Sciences,1825,Member
Charles Hedelius,Academy of Natural Sciences,1824,Member
N. M. Hentz,Academy of Natural Sciences,1829,Member
C. Hering,Academy of Natural Sciences,1829,Member
M. Hersant,Academy of Natural Sciences,1836,Member
S. C. C. Horsfield,Academy of Natural Sciences,1830,Member
Charles Huffnagle,Academy of Natural Sciences,1830,Member
Thomas C. James,Academy of Natural Sciences,1814,Member
Samuel Jaudon,Academy of Natural Sciences,1836,Member
Augustus E. Jessup,Academy of Natural Sciences,1818,Member
Thomas P. Jones,Academy of Natural Sciences,1812,Member
Walter R. Johnson,Academy of Natural Sciences,1827,Member
William P. Johnson,Academy of Natural Sciences,1835,Member
William H. Keating,Academy of Natural Sciences,1816,Member
L. Allen Key,Academy of Natural Sciences,1833,Member
William Kneass,Academy of Natural Sciences,1814,Member
R. La Roche,Academy of Natural Sciences,1823,Member
John Land,Academy of Natural Sciences,1836,Member
Isaac Lea,Academy of Natural Sciences,1815,Member
John Lea Jr.,Academy of Natural Sciences,1815,Member
C. A. Lesueur,Academy of Natural Sciences,1818,Member
Joshua Longstreth,Academy of Natural Sciences,1815,Member
Isaiah Lukens,Academy of Natural Sciences,1812,Member
Camilltis M. Mann,Academy of Natural Sciences,1812,Member
George A. Madeira,Academy of Natural Sciences,1814,Member
William Maclure,Academy of Natural Sciences,1812,Member
Thomas McEuen,Academy of Natural Sciences,1818,Member
Charles McEuen,Academy of Natural Sciences,1834,Member
Henry McMurtrie,Academy of Natural Sciences,1833,Member
James A. McCrea,Academy of Natural Sciences,1833,Member
John K. Mitchill,Academy of Natural Sciences,1822,Member
John Millington,Academy of Natural Sciences,1832,Member
A. F. E. Mickle,Academy of Natural Sciences,1831,Member
George Mifflin,Academy of Natural Sciences,1835,Member
Samuel George Morton,Academy of Natural Sciences,1820,Member
Caspar Morris,Academy of Natural Sciences,1829,Member
Chevalier Morelli,Academy of Natural Sciences,1836,Member
Thomas D. Mutter,Academy of Natural Sciences,1833,Member
"William Norris, Jr.",Academy of Natural Sciences,1830,Member
George W. Norris,Academy of Natural Sciences,1836,Member
Thomas Nuttall,Academy of Natural Sciences,1817,Member
George Ord,Academy of Natural Sciences,1815,Member
N. S. Parmentier,Academy of Natural Sciences,1812,Member
R. M. Patterson,Academy of Natural Sciences,1816,Member
Titian R. Peale,Academy of Natural Sciences,1817,Member
Rubens Peale,Academy of Natural Sciences,1813,Member
Jacob Pierce,Academy of Natural Sciences,1813,Member
Caspar Wistar Pennock,Academy of Natural Sciences,1824,Member
Robert E. Peterson,Academy of Natural Sciences,1831,Member
S. S. Penrose,Academy of Natural Sciences,1830,Member
Robert Pearsall,Academy of Natural Sciences,1835,Member
John S. Phillips,Academy of Natural Sciences,1836,Member
Charles Pickering,Academy of Natural Sciences,1827,Member
Charles A. Poulson,Academy of Natural Sciences,1823,Member
R. Robinson Porter,Academy of Natural Sciences,1833,Member
Jonas Preston,Academy of Natural Sciences,1824,Member
Richard Randolph,Academy of Natural Sciences,1814,Member
C. S. Rafinesque,Academy of Natural Sciences,1816,Member
James Read,Academy of Natural Sciences,1824,Member
M. M. Reeve,Academy of Natural Sciences,1831,Member
Caleb Richardson,Academy of Natural Sciences,1814,Member
Edward Florens Rivinus,Academy of Natural Sciences,1834,Member
Joseph Rotch,Academy of Natural Sciences,1814,Member
Thomas Rotch,Academy of Natural Sciences,1816,Member
Henry D. Rogers,Academy of Natural Sciences,1833,Member
A. S. Roberts,Academy of Natural Sciences,1836,Member
Thomas Ryan,Academy of Natural Sciences,1836,Member
Thomas Say,Academy of Natural Sciences,1812,Member
Benjamin Say,Academy of Natural Sciences,1813,Member
Henry Seybert,Academy of Natural Sciences,1828,Member
"John Shinn, Jr.",Academy of Natural Sciences,1812,Member
Benjamin Shoemaker,Academy of Natural Sciences,1825,Member
John Simmons,Academy of Natural Sciences,1835,Member
Samuel Snelling,Academy of Natural Sciences,1836,Member
Charles W. Smith,Academy of Natural Sciences,1835,Member
Jacob R. Smith,Academy of Natural Sciences,1815,Member
Joseph P. Smith,Academy of Natural Sciences,1826,Member
John C. Smith,Academy of Natural Sciences,1834,Member
John Speakman,Academy of Natural Sciences,1812,Member
George Spackman,Academy of Natural Sciences,1825,Member
Joseph Slouse,Academy of Natural Sciences,1812,Member
William Stewart,Academy of Natural Sciences,1823,Member
Thomas Slewardson,Academy of Natural Sciences,1836,Member
E. B. Siocldoiu,Academy of Natural Sciences,1815,Member
Daniel Sleinhaur,Academy of Natural Sciences,1829,Member
Edward Swain,Academy of Natural Sciences,1832,Member
O. H. Taylor,Academy of Natural Sciences,1832,Member
J. Edgar Thompson,Academy of Natural Sciences,1831,Member
John Kirk Townsend,Academy of Natural Sciences,1833,Member
G. Troost,Academy of Natural Sciences,1812,Member
James Trudcau,Academy of Natural Sciences,1815,Member
Frederick Turnpenny,Academy of Natural Sciences,1833,Member
John B. Tuft,Academy of Natural Sciences,1836,Member
Lardner Vanuxcm,Academy of Natural Sciences,1815,Member
John Vaughan,Academy of Natural Sciences,1822,Member
Robert Vaux,Academy of Natural Sciences,1814,Member
William S. Vaux,Academy of Natural Sciences,1834,Member
Benjamin Warner,Academy of Natural Sciences,1814,Member
F. Waterhoase,Academy of Natural Sciences,1814,Member
William S. Warder,Academy of Natural Sciences,1814,Member
William Wagner,Academy of Natural Sciences,1815,Member
Tobias Wagner,Academy of Natural Sciences,1818,Member
Joseph Watson,Academy of Natural Sciences,1816,Member
N. A. Ware,Academy of Natural Sciences,1826,Member
Thomas T. Walters,Academy of Natural Sciences,1835,Member
Maxwell Walker,Academy of Natural Sciences,1836,Member
John Price Wethcrill,Academy of Natural Sciences,1817,Member
William Wetherill,Academy of Natural Sciences,1824,Member
Charles Wetherill,Academy of Natural Sciences,1830,Member
Alexander Wilson,Academy of Natural Sciences,1813,Member
Thomas B. Wilson,Academy of Natural Sciences,1832,Member
Richard Wistar,Academy of Natural Sciences,1831,Member
Joseph Woolens,Academy of Natural Sciences,1815,Member
William W. Wood,Academy of Natural Sciences,1825,Member
George B. Wood,Academy of Natural Sciences,1824,Member
George Zantzinger,Academy of Natural Sciences,1835,Member
E. Abadie,Academy of Natural Sciences,1836,Member
Don Pedro Abadie,Academy of Natural Sciences,1821,Member
Robert Adrain,Academy of Natural Sciences,1815,Member
Charles Adolphus Agardh,Academy of Natural Sciences,1834,Member
Louis Agassiz,Academy of Natural Sciences,1836,Member
John Gould Anthony,Academy of Natural Sciences,1833,Member
John James Audubon,Academy of Natural Sciences,1831,Member
M. Victor Audouin,Academy of Natural Sciences,1821,Member
Don Pedro Alessandro,Academy of Natural Sciences,1835,Member
William Bartram,Academy of Natural Sciences,1812,Member
William Baldwin,Academy of Natural Sciences,1817,Member
Joseph Barabino,Academy of Natural Sciences,1831,Member
John Bachman,Academy of Natural Sciences,1832,Member
Thomas Bedwell,Academy of Natural Sciences,1812,Member
A. Bellin,Academy of Natural Sciences,1812,Member
Samuel Betton,Academy of Natural Sciences,1815,Member
T. Romeyn Beck,Academy of Natural Sciences,1816,Member
M. F. S. Beudant,Academy of Natural Sciences,1821,Member
Robert Best,Academy of Natural Sciences,1823,Member
M. Bellingeri,Academy of Natural Sciences,1826,Member
J. Jacob Berzelius,Academy of Natural Sciences,1826,Member
M. Elie de Beaumont,Academy of Natural Sciences,1833,Member
Lewis C. Beck,Academy of Natural Sciences,1833,Member
Thomas Bell,Academy of Natural Sciences,1834,Member
M. Jules Bellot,Academy of Natural Sciences,1836,Member
Amos Binney,Academy of Natural Sciences,1836,Member
Robert Bickley,Academy of Natural Sciences,1816,Member
John J. Bigsby,Academy of Natural Sciences,1820,Member
Shubel Blanding,Academy of Natural Sciences,1836,Member
William Blanding,Academy of Natural Sciences,1836,Member
M. H. Ducrotay de Blainville,Academy of Natural Sciences,1817,Member
Francesco Bonelli,Academy of Natural Sciences,1815,Member
M. Amicus Borie,Academy of Natural Sciences,1821,Member
M. Ami Boue,Academy of Natural Sciences,1830,Member
William John Broderip,Academy of Natural Sciences,1836,Member
David Brewster,Academy of Natural Sciences,1822,Member
Lewis Brantz,Academy of Natural Sciences,1819,Member
M. Adolphe Brongniart,Academy of Natural Sciences,1821,Member
M. Alexandre Brongniart,Academy of Natural Sciences,1812,Member
Archibald Bruce,Academy of Natural Sciences,1812,Member
John Bradbury,Academy of Natural Sciences,1817,Member
Samuel Brown,Academy of Natural Sciences,1818,Member
William Buckland,Academy of Natural Sciences,1822,Member
John H. Burr,Academy of Natural Sciences,1829,Member
Jose Maria Bustamente,Academy of Natural Sciences,1829,Member
William J. Burchell,Academy of Natural Sciences,1835,Member
M. Adrian Camper,Academy of Natural Sciences,1821,Member
Robert Carr,Academy of Natural Sciences,1816,Member
Lewis Cass,Academy of Natural Sciences,1831,Member
J. N. Casanova,Academy of Natural Sciences,1834,Member
T. P. Cautley,Academy of Natural Sciences,1836,Member
Isaac Chapman,Academy of Natural Sciences,1813,Member
John George Children,Academy of Natural Sciences,1836,Member
Jacob Cist,Academy of Natural Sciences,1816,Member
Parker Cleaveland,Academy of Natural Sciences,1812,Member
Dewitt Clinton,Academy of Natural Sciences,1815,Member
John D. Clifford,Academy of Natural Sciences,1816,Member
M. Jules Cloquet,Academy of Natural Sciences,1818,Member
M. le Baron de Collens,Academy of Natural Sciences,1818,Member
William Cooper,Academy of Natural Sciences,1828,Member
Thomas Cooper,Academy of Natural Sciences,1812,Member
Lewis Le Conte,Academy of Natural Sciences,1815,Member
John Le Conte,Academy of Natural Sciences,1815,Member
Joseph H. Cogswell,Academy of Natural Sciences,1816,Member
Luigi Colla,Academy of Natural Sciences,1822,Member
J. J. Cohen,Academy of Natural Sciences,1833,Member
James S. Craft,Academy of Natural Sciences,1831,Member
H. B. Croom,Academy of Natural Sciences,1835,Member
Charles Cramer,Academy of Natural Sciences,1834,Member
John Curtis,Academy of Natural Sciences,1836,Member
M. le Baron Cuvier,Academy of Natural Sciences,1818,Member
M. Frederick Cuvier,Academy of Natural Sciences,1818,Member
John Davis,Academy of Natural Sciences,1812,Member
Samuel L. Dana,Academy of Natural Sciences,1815,Member
James D. Dana,Academy of Natural Sciences,1836,Member
William Darlington,Academy of Natural Sciences,1818,Member
M. Anselme Gaetan Desmarest,Academy of Natural Sciences,1817,Member
James E. Dekay,Academy of Natural Sciences,1821,Member
Gaspard Deabbate,Academy of Natural Sciences,1823,Member
M. Andres del Rio,Academy of Natural Sciences,1829,Member
M. G. P. Dehayes,Academy of Natural Sciences,1832,Member
Chester Dewey,Academy of Natural Sciences,1832,Member
Henry Thomas De la Beche,Academy of Natural Sciences,1832,Member
Lewis Weston Dillwyn,Academy of Natural Sciences,1815,Member
C. Doddridge,Academy of Natural Sciences,1812,Member
Johan Wolfgang Doebreiner,Academy of Natural Sciences,1830,Member
Daniel Drake,Academy of Natural Sciences,1812,Member
M. A. Drappier,Academy of Natural Sciences,1824,Member
John W. Draper,Academy of Natural Sciences,1836,Member
M. Duclos,Academy of Natural Sciences,1833,Member
Thomas Duncan,Academy of Natural Sciences,1816,Member
M. Constant Dumeril,Academy of Natural Sciences,1818,Member
M. M. Duvignan,Academy of Natural Sciences,1820,Member
Alfred Dupont,Academy of Natural Sciences,1821,Member
Julius F. Ducatel,Academy of Natural Sciences,1812,Member
Chev. A. M. Vassali Eandi,Academy of Natural Sciences,1822,Member
 Amos Eaton,Academy of Natural Sciences,1829,Member
H. Hulbert Eaton,Academy of Natural Sciences,1831,Member
John Milton Earle,Academy of Natural Sciences,1833,Member
M. H. Milne Edwards,Academy of Natural Sciences,1832,Member
William Cox Ellis,Academy of Natural Sciences,1823,Member
Andrew Ellicott,Academy of Natural Sciences,1812,Member
Stephen Elliott,Academy of Natural Sciences,1815,Member
M. Henri Esher,Academy of Natural Sciences,1813,Member
M. Favjas de St. Fond,Academy of Natural Sciences,1812,Member
Sylvanus Faucker,Academy of Natural Sciences,1815,Member
Hugh Falconer,Academy of Natural Sciences,1836,Member
Z. Ferris,Academy of Natural Sciences,1815,Member
George William Featherstonhaugh,Academy of Natural Sciences,1830,Member
M. le Baron Daudebard de Fcrussac,Academy of Natural Sciences,1818,Member
Leopold Fitzinger,Academy of Natural Sciences,1832,Member
Thomas Forster,Academy of Natural Sciences,1815,Member
Samuel Fowler,Academy of Natural Sciences,1823,Member
John P. Foote,Academy of Natural Sciences,1824,Member
Henry Frick,Academy of Natural Sciences,1831,Member
John W. Francis,Academy of Natural Sciences,1816,Member
M. Augustin Frutos,Academy of Natural Sciences,1819,Member
Don Manuel de la Garca,Academy of Natural Sciences,1817,Member
John Galbraith,Academy of Natural Sciences,1831,Member
Ernest Frederick Germar,Academy of Natural Sciences,1828,Member
E. Geddings,Academy of Natural Sciences,1832,Member
Henry Gibbons,Academy of Natural Sciences,1834,Member
Robert Gilmore,Academy of Natural Sciences,1819,Member
